timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,648.76
2023-11-30 12:05:00,1,2,534.44
2023-11-30 12:10:00,1,3,606.72
2023-11-30 12:15:00,1,4,632.64
2023-11-30 12:20:00,1,5,589.12
2023-11-30 12:25:00,2,1,591.65
2023-11-30 12:30:00,2,2,576.43
2023-11-30 12:35:00,2,3,582.29
2023-11-30 12:40:00,2,4,573.77
2023-11-30 12:45:00,2,5,610.72
2023-11-30 12:50:00,3,1,506.65
2023-11-30 12:55:00,3,2,567.92
2023-11-30 13:00:00,3,3,560.85
2023-11-30 13:05:00,3,4,571.59
2023-11-30 13:10:00,3,5,568.63
2023-11-30 13:15:00,4,1,602.86
2023-11-30 13:20:00,4,2,618.32
2023-11-30 13:25:00,4,3,512.4
2023-11-30 13:30:00,4,4,629.74
2023-11-30 13:35:00,4,5,524.91
2023-11-30 13:40:00,5,1,582.71
2023-11-30 13:45:00,5,2,643.44
2023-11-30 13:50:00,5,3,613.51
2023-11-30 13:55:00,5,4,556.93
2023-11-30 14:00:00,5,5,565.09
