timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,684.14
2023-11-30 12:05:00,1,2,529.8
2023-11-30 12:10:00,1,3,510.27
2023-11-30 12:15:00,1,4,572.74
2023-11-30 12:20:00,1,5,651.95
2023-11-30 12:25:00,2,1,688.18
2023-11-30 12:30:00,2,2,586.43
2023-11-30 12:35:00,2,3,627.48
2023-11-30 12:40:00,2,4,588.57
2023-11-30 12:45:00,2,5,623.26
2023-11-30 12:50:00,3,1,566.88
2023-11-30 12:55:00,3,2,537.32
2023-11-30 13:00:00,3,3,679.92
2023-11-30 13:05:00,3,4,534.05
2023-11-30 13:10:00,3,5,693.5
2023-11-30 13:15:00,4,1,674.48
2023-11-30 13:20:00,4,2,548.4
2023-11-30 13:25:00,4,3,603.16
2023-11-30 13:30:00,4,4,571.09
2023-11-30 13:35:00,4,5,564.44
2023-11-30 13:40:00,5,1,530.85
2023-11-30 13:45:00,5,2,511.74
2023-11-30 13:50:00,5,3,572.75
2023-11-30 13:55:00,5,4,630.07
2023-11-30 14:00:00,5,5,557.58
