timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,512.4
2023-11-30 12:05:00,1,2,689.98
2023-11-30 12:10:00,1,3,559.63
2023-11-30 12:15:00,1,4,539.34
2023-11-30 12:20:00,1,5,567.63
2023-11-30 12:25:00,2,1,548.02
2023-11-30 12:30:00,2,2,657.96
2023-11-30 12:35:00,2,3,699.93
2023-11-30 12:40:00,2,4,672.17
2023-11-30 12:45:00,2,5,549.92
2023-11-30 12:50:00,3,1,575.38
2023-11-30 12:55:00,3,2,545.88
2023-11-30 13:00:00,3,3,697.95
2023-11-30 13:05:00,3,4,503.81
2023-11-30 13:10:00,3,5,650.17
2023-11-30 13:15:00,4,1,627.25
2023-11-30 13:20:00,4,2,588.55
2023-11-30 13:25:00,4,3,530.95
2023-11-30 13:30:00,4,4,666.21
2023-11-30 13:35:00,4,5,615.29
2023-11-30 13:40:00,5,1,532.19
2023-11-30 13:45:00,5,2,685.06
2023-11-30 13:50:00,5,3,618.97
2023-11-30 13:55:00,5,4,659.66
2023-11-30 14:00:00,5,5,550.4
