timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,603.53
2023-11-30 12:05:00,1,2,577.17
2023-11-30 12:10:00,1,3,565.82
2023-11-30 12:15:00,1,4,550.7
2023-11-30 12:20:00,1,5,698.71
2023-11-30 12:25:00,2,1,643.91
2023-11-30 12:30:00,2,2,545.6
2023-11-30 12:35:00,2,3,681.4
2023-11-30 12:40:00,2,4,636.06
2023-11-30 12:45:00,2,5,568.59
2023-11-30 12:50:00,3,1,629.06
2023-11-30 12:55:00,3,2,636.65
2023-11-30 13:00:00,3,3,644.76
2023-11-30 13:05:00,3,4,518.89
2023-11-30 13:10:00,3,5,597.44
2023-11-30 13:15:00,4,1,522.49
2023-11-30 13:20:00,4,2,509.85
2023-11-30 13:25:00,4,3,615.78
2023-11-30 13:30:00,4,4,611.38
2023-11-30 13:35:00,4,5,672.6
2023-11-30 13:40:00,5,1,527.05
2023-11-30 13:45:00,5,2,630.12
2023-11-30 13:50:00,5,3,648.6
2023-11-30 13:55:00,5,4,698.93
2023-11-30 14:00:00,5,5,520.58
