timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,608.28
2023-11-30 12:05:00,1,2,533.0
2023-11-30 12:10:00,1,3,625.52
2023-11-30 12:15:00,1,4,676.53
2023-11-30 12:20:00,1,5,503.81
2023-11-30 12:25:00,2,1,689.87
2023-11-30 12:30:00,2,2,605.4
2023-11-30 12:35:00,2,3,636.03
2023-11-30 12:40:00,2,4,677.32
2023-11-30 12:45:00,2,5,646.9
2023-11-30 12:50:00,3,1,504.93
2023-11-30 12:55:00,3,2,518.33
2023-11-30 13:00:00,3,3,502.98
2023-11-30 13:05:00,3,4,502.3
2023-11-30 13:10:00,3,5,550.88
2023-11-30 13:15:00,4,1,529.21
2023-11-30 13:20:00,4,2,665.24
2023-11-30 13:25:00,4,3,648.85
2023-11-30 13:30:00,4,4,560.47
2023-11-30 13:35:00,4,5,630.04
2023-11-30 13:40:00,5,1,555.93
2023-11-30 13:45:00,5,2,527.28
2023-11-30 13:50:00,5,3,586.01
2023-11-30 13:55:00,5,4,531.03
2023-11-30 14:00:00,5,5,655.84
