timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,686.08
2023-11-30 12:05:00,1,2,530.05
2023-11-30 12:10:00,1,3,659.45
2023-11-30 12:15:00,1,4,564.79
2023-11-30 12:20:00,1,5,647.93
2023-11-30 12:25:00,2,1,541.71
2023-11-30 12:30:00,2,2,625.77
2023-11-30 12:35:00,2,3,656.74
2023-11-30 12:40:00,2,4,650.57
2023-11-30 12:45:00,2,5,611.52
2023-11-30 12:50:00,3,1,604.54
2023-11-30 12:55:00,3,2,690.08
2023-11-30 13:00:00,3,3,559.04
2023-11-30 13:05:00,3,4,689.13
2023-11-30 13:10:00,3,5,573.47
2023-11-30 13:15:00,4,1,536.9
2023-11-30 13:20:00,4,2,639.71
2023-11-30 13:25:00,4,3,568.7
2023-11-30 13:30:00,4,4,681.53
2023-11-30 13:35:00,4,5,510.81
2023-11-30 13:40:00,5,1,679.91
2023-11-30 13:45:00,5,2,539.17
2023-11-30 13:50:00,5,3,522.85
2023-11-30 13:55:00,5,4,666.07
2023-11-30 14:00:00,5,5,654.12
