timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,673.86
2023-11-30 12:05:00,1,2,620.14
2023-11-30 12:10:00,1,3,509.21
2023-11-30 12:15:00,1,4,570.0
2023-11-30 12:20:00,1,5,559.16
2023-11-30 12:25:00,2,1,542.16
2023-11-30 12:30:00,2,2,659.02
2023-11-30 12:35:00,2,3,679.38
2023-11-30 12:40:00,2,4,555.51
2023-11-30 12:45:00,2,5,688.95
2023-11-30 12:50:00,3,1,603.78
2023-11-30 12:55:00,3,2,574.8
2023-11-30 13:00:00,3,3,591.92
2023-11-30 13:05:00,3,4,670.25
2023-11-30 13:10:00,3,5,634.74
2023-11-30 13:15:00,4,1,540.57
2023-11-30 13:20:00,4,2,663.29
2023-11-30 13:25:00,4,3,512.84
2023-11-30 13:30:00,4,4,528.62
2023-11-30 13:35:00,4,5,595.42
2023-11-30 13:40:00,5,1,589.2
2023-11-30 13:45:00,5,2,615.04
2023-11-30 13:50:00,5,3,584.03
2023-11-30 13:55:00,5,4,667.23
2023-11-30 14:00:00,5,5,623.67
