timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,601.97
2023-11-30 12:05:00,1,2,681.79
2023-11-30 12:10:00,1,3,505.83
2023-11-30 12:15:00,1,4,575.19
2023-11-30 12:20:00,1,5,525.92
2023-11-30 12:25:00,2,1,533.67
2023-11-30 12:30:00,2,2,667.66
2023-11-30 12:35:00,2,3,560.69
2023-11-30 12:40:00,2,4,668.95
2023-11-30 12:45:00,2,5,626.8
2023-11-30 12:50:00,3,1,577.34
2023-11-30 12:55:00,3,2,505.71
2023-11-30 13:00:00,3,3,690.5
2023-11-30 13:05:00,3,4,689.61
2023-11-30 13:10:00,3,5,527.65
2023-11-30 13:15:00,4,1,629.01
2023-11-30 13:20:00,4,2,629.63
2023-11-30 13:25:00,4,3,668.24
2023-11-30 13:30:00,4,4,559.52
2023-11-30 13:35:00,4,5,505.55
2023-11-30 13:40:00,5,1,637.15
2023-11-30 13:45:00,5,2,507.91
2023-11-30 13:50:00,5,3,512.81
2023-11-30 13:55:00,5,4,551.22
2023-11-30 14:00:00,5,5,637.49
