timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,592.34
2023-11-30 12:05:00,1,2,669.18
2023-11-30 12:10:00,1,3,646.45
2023-11-30 12:15:00,1,4,514.56
2023-11-30 12:20:00,1,5,515.42
2023-11-30 12:25:00,2,1,687.01
2023-11-30 12:30:00,2,2,609.94
2023-11-30 12:35:00,2,3,505.74
2023-11-30 12:40:00,2,4,526.02
2023-11-30 12:45:00,2,5,647.59
2023-11-30 12:50:00,3,1,679.89
2023-11-30 12:55:00,3,2,578.07
2023-11-30 13:00:00,3,3,510.56
2023-11-30 13:05:00,3,4,583.13
2023-11-30 13:10:00,3,5,541.0
2023-11-30 13:15:00,4,1,641.99
2023-11-30 13:20:00,4,2,626.3
2023-11-30 13:25:00,4,3,500.14
2023-11-30 13:30:00,4,4,537.4
2023-11-30 13:35:00,4,5,663.9
2023-11-30 13:40:00,5,1,699.68
2023-11-30 13:45:00,5,2,540.32
2023-11-30 13:50:00,5,3,565.91
2023-11-30 13:55:00,5,4,506.39
2023-11-30 14:00:00,5,5,554.19
