timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,662.56
2023-11-30 12:05:00,1,2,509.56
2023-11-30 12:10:00,1,3,515.56
2023-11-30 12:15:00,1,4,659.02
2023-11-30 12:20:00,1,5,539.22
2023-11-30 12:25:00,2,1,687.55
2023-11-30 12:30:00,2,2,662.85
2023-11-30 12:35:00,2,3,553.46
2023-11-30 12:40:00,2,4,532.2
2023-11-30 12:45:00,2,5,512.84
2023-11-30 12:50:00,3,1,513.77
2023-11-30 12:55:00,3,2,648.64
2023-11-30 13:00:00,3,3,540.21
2023-11-30 13:05:00,3,4,613.53
2023-11-30 13:10:00,3,5,505.1
2023-11-30 13:15:00,4,1,643.84
2023-11-30 13:20:00,4,2,656.24
2023-11-30 13:25:00,4,3,509.02
2023-11-30 13:30:00,4,4,621.24
2023-11-30 13:35:00,4,5,640.33
2023-11-30 13:40:00,5,1,618.54
2023-11-30 13:45:00,5,2,553.61
2023-11-30 13:50:00,5,3,562.84
2023-11-30 13:55:00,5,4,640.29
2023-11-30 14:00:00,5,5,617.45
