timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,628.46
2023-11-30 12:05:00,1,2,596.7
2023-11-30 12:10:00,1,3,503.99
2023-11-30 12:15:00,1,4,603.53
2023-11-30 12:20:00,1,5,546.66
2023-11-30 12:25:00,2,1,566.1
2023-11-30 12:30:00,2,2,647.2
2023-11-30 12:35:00,2,3,692.92
2023-11-30 12:40:00,2,4,527.39
2023-11-30 12:45:00,2,5,603.98
2023-11-30 12:50:00,3,1,564.49
2023-11-30 12:55:00,3,2,639.89
2023-11-30 13:00:00,3,3,680.39
2023-11-30 13:05:00,3,4,663.37
2023-11-30 13:10:00,3,5,589.88
2023-11-30 13:15:00,4,1,603.53
2023-11-30 13:20:00,4,2,511.73
2023-11-30 13:25:00,4,3,595.88
2023-11-30 13:30:00,4,4,520.16
2023-11-30 13:35:00,4,5,621.25
2023-11-30 13:40:00,5,1,503.66
2023-11-30 13:45:00,5,2,561.69
2023-11-30 13:50:00,5,3,652.32
2023-11-30 13:55:00,5,4,557.73
2023-11-30 14:00:00,5,5,572.92
