timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,603.62
2023-11-30 12:05:00,1,2,666.8
2023-11-30 12:10:00,1,3,548.33
2023-11-30 12:15:00,1,4,657.0
2023-11-30 12:20:00,1,5,562.95
2023-11-30 12:25:00,2,1,574.38
2023-11-30 12:30:00,2,2,677.3
2023-11-30 12:35:00,2,3,632.24
2023-11-30 12:40:00,2,4,615.62
2023-11-30 12:45:00,2,5,507.93
2023-11-30 12:50:00,3,1,528.85
2023-11-30 12:55:00,3,2,558.54
2023-11-30 13:00:00,3,3,559.15
2023-11-30 13:05:00,3,4,535.21
2023-11-30 13:10:00,3,5,555.56
2023-11-30 13:15:00,4,1,685.65
2023-11-30 13:20:00,4,2,660.9
2023-11-30 13:25:00,4,3,636.96
2023-11-30 13:30:00,4,4,665.94
2023-11-30 13:35:00,4,5,664.57
2023-11-30 13:40:00,5,1,514.73
2023-11-30 13:45:00,5,2,679.16
2023-11-30 13:50:00,5,3,685.6
2023-11-30 13:55:00,5,4,692.51
2023-11-30 14:00:00,5,5,548.46
