timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,641.91
2023-11-30 12:05:00,1,2,513.1
2023-11-30 12:10:00,1,3,535.66
2023-11-30 12:15:00,1,4,606.81
2023-11-30 12:20:00,1,5,663.03
2023-11-30 12:25:00,2,1,639.92
2023-11-30 12:30:00,2,2,541.59
2023-11-30 12:35:00,2,3,639.31
2023-11-30 12:40:00,2,4,562.89
2023-11-30 12:45:00,2,5,570.52
2023-11-30 12:50:00,3,1,591.64
2023-11-30 12:55:00,3,2,594.11
2023-11-30 13:00:00,3,3,507.61
2023-11-30 13:05:00,3,4,649.97
2023-11-30 13:10:00,3,5,615.37
2023-11-30 13:15:00,4,1,693.13
2023-11-30 13:20:00,4,2,506.83
2023-11-30 13:25:00,4,3,696.3
2023-11-30 13:30:00,4,4,668.1
2023-11-30 13:35:00,4,5,522.67
2023-11-30 13:40:00,5,1,623.69
2023-11-30 13:45:00,5,2,605.98
2023-11-30 13:50:00,5,3,515.6
2023-11-30 13:55:00,5,4,659.82
2023-11-30 14:00:00,5,5,541.55
