timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,673.72
2023-11-30 12:05:00,1,2,532.18
2023-11-30 12:10:00,1,3,521.43
2023-11-30 12:15:00,1,4,517.19
2023-11-30 12:20:00,1,5,595.12
2023-11-30 12:25:00,2,1,517.98
2023-11-30 12:30:00,2,2,570.7
2023-11-30 12:35:00,2,3,536.53
2023-11-30 12:40:00,2,4,669.73
2023-11-30 12:45:00,2,5,699.24
2023-11-30 12:50:00,3,1,640.17
2023-11-30 12:55:00,3,2,533.55
2023-11-30 13:00:00,3,3,520.49
2023-11-30 13:05:00,3,4,542.17
2023-11-30 13:10:00,3,5,586.85
2023-11-30 13:15:00,4,1,576.02
2023-11-30 13:20:00,4,2,683.0
2023-11-30 13:25:00,4,3,511.64
2023-11-30 13:30:00,4,4,667.0
2023-11-30 13:35:00,4,5,504.29
2023-11-30 13:40:00,5,1,633.16
2023-11-30 13:45:00,5,2,692.58
2023-11-30 13:50:00,5,3,589.37
2023-11-30 13:55:00,5,4,589.94
2023-11-30 14:00:00,5,5,669.9
