timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,413.92
2023-11-30 12:05:00,1,2,401.67
2023-11-30 12:10:00,1,3,340.91
2023-11-30 12:15:00,1,4,484.34
2023-11-30 12:20:00,1,5,423.37
2023-11-30 12:25:00,2,1,487.81
2023-11-30 12:30:00,2,2,341.76
2023-11-30 12:35:00,2,3,488.72
2023-11-30 12:40:00,2,4,325.96
2023-11-30 12:45:00,2,5,486.49
2023-11-30 12:50:00,3,1,421.35
2023-11-30 12:55:00,3,2,487.73
2023-11-30 13:00:00,3,3,414.76
2023-11-30 13:05:00,3,4,311.08
2023-11-30 13:10:00,3,5,465.06
2023-11-30 13:15:00,4,1,403.36
2023-11-30 13:20:00,4,2,301.0
2023-11-30 13:25:00,4,3,393.07
2023-11-30 13:30:00,4,4,300.6
2023-11-30 13:35:00,4,5,441.44
2023-11-30 13:40:00,5,1,419.48
2023-11-30 13:45:00,5,2,460.07
2023-11-30 13:50:00,5,3,308.65
2023-11-30 13:55:00,5,4,440.9
2023-11-30 14:00:00,5,5,403.98
