timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,401.88
2023-11-30 12:05:00,1,2,420.06
2023-11-30 12:10:00,1,3,404.76
2023-11-30 12:15:00,1,4,492.73
2023-11-30 12:20:00,1,5,404.44
2023-11-30 12:25:00,2,1,428.6
2023-11-30 12:30:00,2,2,412.29
2023-11-30 12:35:00,2,3,369.5
2023-11-30 12:40:00,2,4,387.99
2023-11-30 12:45:00,2,5,343.08
2023-11-30 12:50:00,3,1,430.54
2023-11-30 12:55:00,3,2,489.64
2023-11-30 13:00:00,3,3,460.12
2023-11-30 13:05:00,3,4,350.3
2023-11-30 13:10:00,3,5,375.31
2023-11-30 13:15:00,4,1,382.59
2023-11-30 13:20:00,4,2,394.07
2023-11-30 13:25:00,4,3,338.2
2023-11-30 13:30:00,4,4,379.65
2023-11-30 13:35:00,4,5,420.86
2023-11-30 13:40:00,5,1,312.38
2023-11-30 13:45:00,5,2,399.14
2023-11-30 13:50:00,5,3,374.08
2023-11-30 13:55:00,5,4,359.33
2023-11-30 14:00:00,5,5,325.38
