timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,346.89
2023-11-30 12:05:00,1,2,367.01
2023-11-30 12:10:00,1,3,450.7
2023-11-30 12:15:00,1,4,367.01
2023-11-30 12:20:00,1,5,359.77
2023-11-30 12:25:00,2,1,382.59
2023-11-30 12:30:00,2,2,310.91
2023-11-30 12:35:00,2,3,428.8
2023-11-30 12:40:00,2,4,377.01
2023-11-30 12:45:00,2,5,387.4
2023-11-30 12:50:00,3,1,410.65
2023-11-30 12:55:00,3,2,424.69
2023-11-30 13:00:00,3,3,494.69
2023-11-30 13:05:00,3,4,465.34
2023-11-30 13:10:00,3,5,375.91
2023-11-30 13:15:00,4,1,475.21
2023-11-30 13:20:00,4,2,398.06
2023-11-30 13:25:00,4,3,486.67
2023-11-30 13:30:00,4,4,418.35
2023-11-30 13:35:00,4,5,437.46
2023-11-30 13:40:00,5,1,344.44
2023-11-30 13:45:00,5,2,380.28
2023-11-30 13:50:00,5,3,494.48
2023-11-30 13:55:00,5,4,461.31
2023-11-30 14:00:00,5,5,405.97
