timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,478.3
2023-11-30 12:05:00,1,2,395.2
2023-11-30 12:10:00,1,3,318.87
2023-11-30 12:15:00,1,4,398.81
2023-11-30 12:20:00,1,5,475.95
2023-11-30 12:25:00,2,1,467.0
2023-11-30 12:30:00,2,2,336.03
2023-11-30 12:35:00,2,3,479.28
2023-11-30 12:40:00,2,4,302.57
2023-11-30 12:45:00,2,5,412.75
2023-11-30 12:50:00,3,1,490.07
2023-11-30 12:55:00,3,2,419.85
2023-11-30 13:00:00,3,3,392.93
2023-11-30 13:05:00,3,4,490.9
2023-11-30 13:10:00,3,5,367.38
2023-11-30 13:15:00,4,1,368.34
2023-11-30 13:20:00,4,2,429.3
2023-11-30 13:25:00,4,3,373.6
2023-11-30 13:30:00,4,4,418.61
2023-11-30 13:35:00,4,5,367.87
2023-11-30 13:40:00,5,1,355.31
2023-11-30 13:45:00,5,2,447.16
2023-11-30 13:50:00,5,3,322.74
2023-11-30 13:55:00,5,4,445.31
2023-11-30 14:00:00,5,5,423.03
