timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,373.7
2023-11-30 12:05:00,1,2,474.88
2023-11-30 12:10:00,1,3,335.71
2023-11-30 12:15:00,1,4,310.87
2023-11-30 12:20:00,1,5,397.52
2023-11-30 12:25:00,2,1,337.61
2023-11-30 12:30:00,2,2,406.64
2023-11-30 12:35:00,2,3,385.41
2023-11-30 12:40:00,2,4,345.39
2023-11-30 12:45:00,2,5,325.66
2023-11-30 12:50:00,3,1,488.58
2023-11-30 12:55:00,3,2,318.02
2023-11-30 13:00:00,3,3,426.64
2023-11-30 13:05:00,3,4,450.18
2023-11-30 13:10:00,3,5,405.17
2023-11-30 13:15:00,4,1,376.73
2023-11-30 13:20:00,4,2,311.34
2023-11-30 13:25:00,4,3,402.15
2023-11-30 13:30:00,4,4,484.12
2023-11-30 13:35:00,4,5,315.77
2023-11-30 13:40:00,5,1,497.03
2023-11-30 13:45:00,5,2,365.98
2023-11-30 13:50:00,5,3,450.12
2023-11-30 13:55:00,5,4,337.3
2023-11-30 14:00:00,5,5,359.61
