timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,308.32
2023-11-30 12:05:00,1,2,389.68
2023-11-30 12:10:00,1,3,492.31
2023-11-30 12:15:00,1,4,300.97
2023-11-30 12:20:00,1,5,306.25
2023-11-30 12:25:00,2,1,453.48
2023-11-30 12:30:00,2,2,459.83
2023-11-30 12:35:00,2,3,385.57
2023-11-30 12:40:00,2,4,432.61
2023-11-30 12:45:00,2,5,349.65
2023-11-30 12:50:00,3,1,412.4
2023-11-30 12:55:00,3,2,436.01
2023-11-30 13:00:00,3,3,303.37
2023-11-30 13:05:00,3,4,317.98
2023-11-30 13:10:00,3,5,401.95
2023-11-30 13:15:00,4,1,469.58
2023-11-30 13:20:00,4,2,374.51
2023-11-30 13:25:00,4,3,404.3
2023-11-30 13:30:00,4,4,413.97
2023-11-30 13:35:00,4,5,459.44
2023-11-30 13:40:00,5,1,441.37
2023-11-30 13:45:00,5,2,493.62
2023-11-30 13:50:00,5,3,306.52
2023-11-30 13:55:00,5,4,344.44
2023-11-30 14:00:00,5,5,442.55
