timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,338.51
2023-11-30 12:05:00,1,2,304.06
2023-11-30 12:10:00,1,3,434.0
2023-11-30 12:15:00,1,4,372.98
2023-11-30 12:20:00,1,5,346.8
2023-11-30 12:25:00,2,1,412.96
2023-11-30 12:30:00,2,2,373.79
2023-11-30 12:35:00,2,3,471.41
2023-11-30 12:40:00,2,4,348.57
2023-11-30 12:45:00,2,5,306.08
2023-11-30 12:50:00,3,1,407.81
2023-11-30 12:55:00,3,2,490.15
2023-11-30 13:00:00,3,3,476.54
2023-11-30 13:05:00,3,4,404.46
2023-11-30 13:10:00,3,5,460.3
2023-11-30 13:15:00,4,1,473.65
2023-11-30 13:20:00,4,2,378.51
2023-11-30 13:25:00,4,3,401.37
2023-11-30 13:30:00,4,4,332.92
2023-11-30 13:35:00,4,5,448.95
2023-11-30 13:40:00,5,1,351.73
2023-11-30 13:45:00,5,2,458.67
2023-11-30 13:50:00,5,3,386.58
2023-11-30 13:55:00,5,4,483.08
2023-11-30 14:00:00,5,5,451.19
