timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,406.67
2023-11-30 12:05:00,1,2,397.74
2023-11-30 12:10:00,1,3,422.2
2023-11-30 12:15:00,1,4,403.29
2023-11-30 12:20:00,1,5,362.6
2023-11-30 12:25:00,2,1,406.26
2023-11-30 12:30:00,2,2,366.07
2023-11-30 12:35:00,2,3,442.83
2023-11-30 12:40:00,2,4,366.73
2023-11-30 12:45:00,2,5,399.77
2023-11-30 12:50:00,3,1,498.96
2023-11-30 12:55:00,3,2,483.62
2023-11-30 13:00:00,3,3,312.18
2023-11-30 13:05:00,3,4,401.98
2023-11-30 13:10:00,3,5,438.78
2023-11-30 13:15:00,4,1,461.14
2023-11-30 13:20:00,4,2,431.55
2023-11-30 13:25:00,4,3,395.77
2023-11-30 13:30:00,4,4,493.03
2023-11-30 13:35:00,4,5,323.56
2023-11-30 13:40:00,5,1,413.42
2023-11-30 13:45:00,5,2,354.9
2023-11-30 13:50:00,5,3,387.0
2023-11-30 13:55:00,5,4,405.08
2023-11-30 14:00:00,5,5,441.94
