timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,398.13
2023-11-30 12:05:00,1,2,323.93
2023-11-30 12:10:00,1,3,377.23
2023-11-30 12:15:00,1,4,361.01
2023-11-30 12:20:00,1,5,371.43
2023-11-30 12:25:00,2,1,347.99
2023-11-30 12:30:00,2,2,379.78
2023-11-30 12:35:00,2,3,429.25
2023-11-30 12:40:00,2,4,343.6
2023-11-30 12:45:00,2,5,358.44
2023-11-30 12:50:00,3,1,440.9
2023-11-30 12:55:00,3,2,397.39
2023-11-30 13:00:00,3,3,457.42
2023-11-30 13:05:00,3,4,377.09
2023-11-30 13:10:00,3,5,477.7
2023-11-30 13:15:00,4,1,337.97
2023-11-30 13:20:00,4,2,408.27
2023-11-30 13:25:00,4,3,496.39
2023-11-30 13:30:00,4,4,344.07
2023-11-30 13:35:00,4,5,376.29
2023-11-30 13:40:00,5,1,312.03
2023-11-30 13:45:00,5,2,305.25
2023-11-30 13:50:00,5,3,400.84
2023-11-30 13:55:00,5,4,390.8
2023-11-30 14:00:00,5,5,494.24
