timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,395.96
2023-11-30 12:05:00,1,2,479.54
2023-11-30 12:10:00,1,3,448.47
2023-11-30 12:15:00,1,4,480.79
2023-11-30 12:20:00,1,5,384.38
2023-11-30 12:25:00,2,1,483.55
2023-11-30 12:30:00,2,2,313.95
2023-11-30 12:35:00,2,3,472.64
2023-11-30 12:40:00,2,4,425.35
2023-11-30 12:45:00,2,5,440.95
2023-11-30 12:50:00,3,1,474.04
2023-11-30 12:55:00,3,2,449.41
2023-11-30 13:00:00,3,3,493.52
2023-11-30 13:05:00,3,4,464.84
2023-11-30 13:10:00,3,5,320.25
2023-11-30 13:15:00,4,1,437.13
2023-11-30 13:20:00,4,2,390.35
2023-11-30 13:25:00,4,3,320.48
2023-11-30 13:30:00,4,4,412.08
2023-11-30 13:35:00,4,5,350.54
2023-11-30 13:40:00,5,1,376.41
2023-11-30 13:45:00,5,2,344.55
2023-11-30 13:50:00,5,3,360.16
2023-11-30 13:55:00,5,4,381.55
2023-11-30 14:00:00,5,5,379.84
