timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,367.27
2023-11-30 12:05:00,1,2,474.49
2023-11-30 12:10:00,1,3,302.13
2023-11-30 12:15:00,1,4,481.9
2023-11-30 12:20:00,1,5,399.41
2023-11-30 12:25:00,2,1,375.62
2023-11-30 12:30:00,2,2,440.26
2023-11-30 12:35:00,2,3,468.35
2023-11-30 12:40:00,2,4,393.37
2023-11-30 12:45:00,2,5,354.19
2023-11-30 12:50:00,3,1,423.14
2023-11-30 12:55:00,3,2,361.29
2023-11-30 13:00:00,3,3,406.94
2023-11-30 13:05:00,3,4,404.16
2023-11-30 13:10:00,3,5,392.84
2023-11-30 13:15:00,4,1,479.37
2023-11-30 13:20:00,4,2,374.74
2023-11-30 13:25:00,4,3,487.95
2023-11-30 13:30:00,4,4,390.49
2023-11-30 13:35:00,4,5,307.02
2023-11-30 13:40:00,5,1,479.81
2023-11-30 13:45:00,5,2,355.09
2023-11-30 13:50:00,5,3,380.59
2023-11-30 13:55:00,5,4,368.27
2023-11-30 14:00:00,5,5,358.17
