timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,328.02
2023-11-30 12:05:00,1,2,372.66
2023-11-30 12:10:00,1,3,406.75
2023-11-30 12:15:00,1,4,446.78
2023-11-30 12:20:00,1,5,469.04
2023-11-30 12:25:00,2,1,372.04
2023-11-30 12:30:00,2,2,438.66
2023-11-30 12:35:00,2,3,337.02
2023-11-30 12:40:00,2,4,418.44
2023-11-30 12:45:00,2,5,438.75
2023-11-30 12:50:00,3,1,446.32
2023-11-30 12:55:00,3,2,453.4
2023-11-30 13:00:00,3,3,366.32
2023-11-30 13:05:00,3,4,375.6
2023-11-30 13:10:00,3,5,429.54
2023-11-30 13:15:00,4,1,372.58
2023-11-30 13:20:00,4,2,495.89
2023-11-30 13:25:00,4,3,368.13
2023-11-30 13:30:00,4,4,451.66
2023-11-30 13:35:00,4,5,475.27
2023-11-30 13:40:00,5,1,321.85
2023-11-30 13:45:00,5,2,389.66
2023-11-30 13:50:00,5,3,480.61
2023-11-30 13:55:00,5,4,391.78
2023-11-30 14:00:00,5,5,374.1
