timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,461.11
2023-11-30 12:05:00,1,2,422.07
2023-11-30 12:10:00,1,3,387.65
2023-11-30 12:15:00,1,4,414.71
2023-11-30 12:20:00,1,5,491.33
2023-11-30 12:25:00,2,1,369.44
2023-11-30 12:30:00,2,2,423.55
2023-11-30 12:35:00,2,3,442.55
2023-11-30 12:40:00,2,4,497.75
2023-11-30 12:45:00,2,5,484.76
2023-11-30 12:50:00,3,1,448.56
2023-11-30 12:55:00,3,2,335.82
2023-11-30 13:00:00,3,3,478.02
2023-11-30 13:05:00,3,4,335.03
2023-11-30 13:10:00,3,5,437.83
2023-11-30 13:15:00,4,1,398.76
2023-11-30 13:20:00,4,2,423.51
2023-11-30 13:25:00,4,3,358.67
2023-11-30 13:30:00,4,4,350.78
2023-11-30 13:35:00,4,5,456.33
2023-11-30 13:40:00,5,1,471.29
2023-11-30 13:45:00,5,2,438.08
2023-11-30 13:50:00,5,3,434.65
2023-11-30 13:55:00,5,4,459.38
2023-11-30 14:00:00,5,5,483.37
