timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,330.77
2023-11-30 12:05:00,1,2,357.18
2023-11-30 12:10:00,1,3,327.4
2023-11-30 12:15:00,1,4,474.55
2023-11-30 12:20:00,1,5,342.9
2023-11-30 12:25:00,2,1,423.16
2023-11-30 12:30:00,2,2,317.8
2023-11-30 12:35:00,2,3,306.58
2023-11-30 12:40:00,2,4,400.89
2023-11-30 12:45:00,2,5,480.18
2023-11-30 12:50:00,3,1,373.34
2023-11-30 12:55:00,3,2,337.42
2023-11-30 13:00:00,3,3,381.32
2023-11-30 13:05:00,3,4,365.73
2023-11-30 13:10:00,3,5,403.5
2023-11-30 13:15:00,4,1,470.63
2023-11-30 13:20:00,4,2,348.51
2023-11-30 13:25:00,4,3,480.17
2023-11-30 13:30:00,4,4,480.7
2023-11-30 13:35:00,4,5,380.35
2023-11-30 13:40:00,5,1,456.23
2023-11-30 13:45:00,5,2,416.41
2023-11-30 13:50:00,5,3,350.91
2023-11-30 13:55:00,5,4,393.96
2023-11-30 14:00:00,5,5,463.07
