timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,166.16
2023-11-30 12:05:00,1,2,130.93
2023-11-30 12:10:00,1,3,182.26
2023-11-30 12:15:00,1,4,121.09
2023-11-30 12:20:00,1,5,198.05
2023-11-30 12:25:00,2,1,105.24
2023-11-30 12:30:00,2,2,176.5
2023-11-30 12:35:00,2,3,123.77
2023-11-30 12:40:00,2,4,176.74
2023-11-30 12:45:00,2,5,127.54
2023-11-30 12:50:00,3,1,186.07
2023-11-30 12:55:00,3,2,108.05
2023-11-30 13:00:00,3,3,141.06
2023-11-30 13:05:00,3,4,175.84
2023-11-30 13:10:00,3,5,172.75
2023-11-30 13:15:00,4,1,147.41
2023-11-30 13:20:00,4,2,139.74
2023-11-30 13:25:00,4,3,148.93
2023-11-30 13:30:00,4,4,167.88
2023-11-30 13:35:00,4,5,159.86
2023-11-30 13:40:00,5,1,150.22
2023-11-30 13:45:00,5,2,130.23
2023-11-30 13:50:00,5,3,156.31
2023-11-30 13:55:00,5,4,115.67
2023-11-30 14:00:00,5,5,170.64
