timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,121.88
2023-11-30 12:05:00,1,2,138.44
2023-11-30 12:10:00,1,3,121.98
2023-11-30 12:15:00,1,4,109.87
2023-11-30 12:20:00,1,5,190.27
2023-11-30 12:25:00,2,1,144.12
2023-11-30 12:30:00,2,2,107.29
2023-11-30 12:35:00,2,3,167.87
2023-11-30 12:40:00,2,4,168.54
2023-11-30 12:45:00,2,5,121.94
2023-11-30 12:50:00,3,1,135.09
2023-11-30 12:55:00,3,2,159.63
2023-11-30 13:00:00,3,3,159.49
2023-11-30 13:05:00,3,4,183.75
2023-11-30 13:10:00,3,5,170.86
2023-11-30 13:15:00,4,1,117.12
2023-11-30 13:20:00,4,2,161.57
2023-11-30 13:25:00,4,3,116.23
2023-11-30 13:30:00,4,4,180.27
2023-11-30 13:35:00,4,5,100.96
2023-11-30 13:40:00,5,1,118.83
2023-11-30 13:45:00,5,2,147.76
2023-11-30 13:50:00,5,3,173.2
2023-11-30 13:55:00,5,4,137.11
2023-11-30 14:00:00,5,5,173.57
