timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,187.2
2023-11-30 12:05:00,1,2,128.01
2023-11-30 12:10:00,1,3,103.45
2023-11-30 12:15:00,1,4,175.42
2023-11-30 12:20:00,1,5,100.87
2023-11-30 12:25:00,2,1,131.86
2023-11-30 12:30:00,2,2,145.95
2023-11-30 12:35:00,2,3,119.99
2023-11-30 12:40:00,2,4,184.29
2023-11-30 12:45:00,2,5,141.46
2023-11-30 12:50:00,3,1,184.99
2023-11-30 12:55:00,3,2,134.7
2023-11-30 13:00:00,3,3,160.43
2023-11-30 13:05:00,3,4,141.97
2023-11-30 13:10:00,3,5,123.12
2023-11-30 13:15:00,4,1,197.12
2023-11-30 13:20:00,4,2,101.69
2023-11-30 13:25:00,4,3,188.74
2023-11-30 13:30:00,4,4,118.59
2023-11-30 13:35:00,4,5,159.01
2023-11-30 13:40:00,5,1,175.02
2023-11-30 13:45:00,5,2,119.06
2023-11-30 13:50:00,5,3,108.07
2023-11-30 13:55:00,5,4,179.83
2023-11-30 14:00:00,5,5,190.74
