timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,106.69
2023-11-30 12:05:00,1,2,104.63
2023-11-30 12:10:00,1,3,130.01
2023-11-30 12:15:00,1,4,144.49
2023-11-30 12:20:00,1,5,129.27
2023-11-30 12:25:00,2,1,194.38
2023-11-30 12:30:00,2,2,140.94
2023-11-30 12:35:00,2,3,144.89
2023-11-30 12:40:00,2,4,168.36
2023-11-30 12:45:00,2,5,147.95
2023-11-30 12:50:00,3,1,100.86
2023-11-30 12:55:00,3,2,166.45
2023-11-30 13:00:00,3,3,193.74
2023-11-30 13:05:00,3,4,170.95
2023-11-30 13:10:00,3,5,133.04
2023-11-30 13:15:00,4,1,118.83
2023-11-30 13:20:00,4,2,140.84
2023-11-30 13:25:00,4,3,169.5
2023-11-30 13:30:00,4,4,155.77
2023-11-30 13:35:00,4,5,176.73
2023-11-30 13:40:00,5,1,108.42
2023-11-30 13:45:00,5,2,176.08
2023-11-30 13:50:00,5,3,151.05
2023-11-30 13:55:00,5,4,186.62
2023-11-30 14:00:00,5,5,195.52
