timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,161.47
2023-11-30 12:05:00,1,2,183.67
2023-11-30 12:10:00,1,3,151.56
2023-11-30 12:15:00,1,4,161.89
2023-11-30 12:20:00,1,5,141.46
2023-11-30 12:25:00,2,1,103.6
2023-11-30 12:30:00,2,2,167.18
2023-11-30 12:35:00,2,3,121.42
2023-11-30 12:40:00,2,4,154.89
2023-11-30 12:45:00,2,5,102.0
2023-11-30 12:50:00,3,1,146.37
2023-11-30 12:55:00,3,2,184.2
2023-11-30 13:00:00,3,3,144.42
2023-11-30 13:05:00,3,4,194.69
2023-11-30 13:10:00,3,5,167.59
2023-11-30 13:15:00,4,1,148.28
2023-11-30 13:20:00,4,2,188.54
2023-11-30 13:25:00,4,3,106.42
2023-11-30 13:30:00,4,4,122.04
2023-11-30 13:35:00,4,5,172.91
2023-11-30 13:40:00,5,1,132.87
2023-11-30 13:45:00,5,2,109.04
2023-11-30 13:50:00,5,3,161.1
2023-11-30 13:55:00,5,4,164.14
2023-11-30 14:00:00,5,5,199.34
