timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,126.74
2023-11-30 12:05:00,1,2,151.33
2023-11-30 12:10:00,1,3,119.57
2023-11-30 12:15:00,1,4,124.3
2023-11-30 12:20:00,1,5,102.62
2023-11-30 12:25:00,2,1,145.25
2023-11-30 12:30:00,2,2,194.43
2023-11-30 12:35:00,2,3,196.57
2023-11-30 12:40:00,2,4,115.4
2023-11-30 12:45:00,2,5,122.54
2023-11-30 12:50:00,3,1,158.51
2023-11-30 12:55:00,3,2,120.24
2023-11-30 13:00:00,3,3,184.94
2023-11-30 13:05:00,3,4,182.3
2023-11-30 13:10:00,3,5,128.5
2023-11-30 13:15:00,4,1,116.77
2023-11-30 13:20:00,4,2,140.63
2023-11-30 13:25:00,4,3,179.22
2023-11-30 13:30:00,4,4,134.82
2023-11-30 13:35:00,4,5,100.05
2023-11-30 13:40:00,5,1,169.11
2023-11-30 13:45:00,5,2,122.15
2023-11-30 13:50:00,5,3,151.35
2023-11-30 13:55:00,5,4,179.06
2023-11-30 14:00:00,5,5,145.2
