timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,104.48
2023-11-30 12:05:00,1,2,124.38
2023-11-30 12:10:00,1,3,127.24
2023-11-30 12:15:00,1,4,161.08
2023-11-30 12:20:00,1,5,185.8
2023-11-30 12:25:00,2,1,166.91
2023-11-30 12:30:00,2,2,105.17
2023-11-30 12:35:00,2,3,199.83
2023-11-30 12:40:00,2,4,171.96
2023-11-30 12:45:00,2,5,161.97
2023-11-30 12:50:00,3,1,135.38
2023-11-30 12:55:00,3,2,169.33
2023-11-30 13:00:00,3,3,178.45
2023-11-30 13:05:00,3,4,115.59
2023-11-30 13:10:00,3,5,118.55
2023-11-30 13:15:00,4,1,178.52
2023-11-30 13:20:00,4,2,138.87
2023-11-30 13:25:00,4,3,106.75
2023-11-30 13:30:00,4,4,161.08
2023-11-30 13:35:00,4,5,130.17
2023-11-30 13:40:00,5,1,148.48
2023-11-30 13:45:00,5,2,119.55
2023-11-30 13:50:00,5,3,199.43
2023-11-30 13:55:00,5,4,123.34
2023-11-30 14:00:00,5,5,130.18
