timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,195.65
2023-11-30 12:05:00,1,2,111.58
2023-11-30 12:10:00,1,3,141.0
2023-11-30 12:15:00,1,4,121.73
2023-11-30 12:20:00,1,5,121.24
2023-11-30 12:25:00,2,1,162.17
2023-11-30 12:30:00,2,2,114.56
2023-11-30 12:35:00,2,3,161.35
2023-11-30 12:40:00,2,4,144.1
2023-11-30 12:45:00,2,5,109.75
2023-11-30 12:50:00,3,1,119.9
2023-11-30 12:55:00,3,2,129.59
2023-11-30 13:00:00,3,3,137.35
2023-11-30 13:05:00,3,4,144.89
2023-11-30 13:10:00,3,5,133.3
2023-11-30 13:15:00,4,1,180.6
2023-11-30 13:20:00,4,2,158.78
2023-11-30 13:25:00,4,3,114.96
2023-11-30 13:30:00,4,4,146.11
2023-11-30 13:35:00,4,5,173.31
2023-11-30 13:40:00,5,1,196.32
2023-11-30 13:45:00,5,2,145.46
2023-11-30 13:50:00,5,3,114.77
2023-11-30 13:55:00,5,4,120.14
2023-11-30 14:00:00,5,5,194.81
