timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,111.18
2023-11-30 12:05:00,1,2,181.41
2023-11-30 12:10:00,1,3,101.2
2023-11-30 12:15:00,1,4,179.17
2023-11-30 12:20:00,1,5,137.26
2023-11-30 12:25:00,2,1,147.21
2023-11-30 12:30:00,2,2,170.62
2023-11-30 12:35:00,2,3,135.79
2023-11-30 12:40:00,2,4,110.77
2023-11-30 12:45:00,2,5,154.77
2023-11-30 12:50:00,3,1,123.68
2023-11-30 12:55:00,3,2,100.25
2023-11-30 13:00:00,3,3,149.35
2023-11-30 13:05:00,3,4,135.8
2023-11-30 13:10:00,3,5,111.57
2023-11-30 13:15:00,4,1,141.44
2023-11-30 13:20:00,4,2,136.56
2023-11-30 13:25:00,4,3,173.2
2023-11-30 13:30:00,4,4,176.82
2023-11-30 13:35:00,4,5,192.65
2023-11-30 13:40:00,5,1,124.27
2023-11-30 13:45:00,5,2,131.87
2023-11-30 13:50:00,5,3,114.66
2023-11-30 13:55:00,5,4,174.96
2023-11-30 14:00:00,5,5,195.12
