timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,199.02
2023-11-30 12:05:00,1,2,180.61
2023-11-30 12:10:00,1,3,143.34
2023-11-30 12:15:00,1,4,105.43
2023-11-30 12:20:00,1,5,126.82
2023-11-30 12:25:00,2,1,163.0
2023-11-30 12:30:00,2,2,170.29
2023-11-30 12:35:00,2,3,117.23
2023-11-30 12:40:00,2,4,142.18
2023-11-30 12:45:00,2,5,137.8
2023-11-30 12:50:00,3,1,193.62
2023-11-30 12:55:00,3,2,174.15
2023-11-30 13:00:00,3,3,102.52
2023-11-30 13:05:00,3,4,179.26
2023-11-30 13:10:00,3,5,191.0
2023-11-30 13:15:00,4,1,124.57
2023-11-30 13:20:00,4,2,111.3
2023-11-30 13:25:00,4,3,148.17
2023-11-30 13:30:00,4,4,174.57
2023-11-30 13:35:00,4,5,103.11
2023-11-30 13:40:00,5,1,160.87
2023-11-30 13:45:00,5,2,153.42
2023-11-30 13:50:00,5,3,138.67
2023-11-30 13:55:00,5,4,111.37
2023-11-30 14:00:00,5,5,183.77
