timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,122.27
2023-11-30 12:05:00,1,2,163.77
2023-11-30 12:10:00,1,3,132.92
2023-11-30 12:15:00,1,4,164.66
2023-11-30 12:20:00,1,5,182.99
2023-11-30 12:25:00,2,1,163.08
2023-11-30 12:30:00,2,2,197.85
2023-11-30 12:35:00,2,3,108.17
2023-11-30 12:40:00,2,4,115.83
2023-11-30 12:45:00,2,5,163.68
2023-11-30 12:50:00,3,1,154.16
2023-11-30 12:55:00,3,2,189.48
2023-11-30 13:00:00,3,3,101.07
2023-11-30 13:05:00,3,4,142.67
2023-11-30 13:10:00,3,5,181.63
2023-11-30 13:15:00,4,1,156.5
2023-11-30 13:20:00,4,2,142.56
2023-11-30 13:25:00,4,3,188.13
2023-11-30 13:30:00,4,4,166.75
2023-11-30 13:35:00,4,5,184.05
2023-11-30 13:40:00,5,1,151.5
2023-11-30 13:45:00,5,2,166.02
2023-11-30 13:50:00,5,3,130.5
2023-11-30 13:55:00,5,4,102.94
2023-11-30 14:00:00,5,5,191.18
