timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,147.25
2023-11-30 12:05:00,1,2,150.76
2023-11-30 12:10:00,1,3,151.23
2023-11-30 12:15:00,1,4,188.35
2023-11-30 12:20:00,1,5,167.53
2023-11-30 12:25:00,2,1,133.65
2023-11-30 12:30:00,2,2,135.34
2023-11-30 12:35:00,2,3,171.55
2023-11-30 12:40:00,2,4,138.76
2023-11-30 12:45:00,2,5,133.69
2023-11-30 12:50:00,3,1,128.48
2023-11-30 12:55:00,3,2,110.39
2023-11-30 13:00:00,3,3,136.25
2023-11-30 13:05:00,3,4,199.08
2023-11-30 13:10:00,3,5,106.38
2023-11-30 13:15:00,4,1,168.7
2023-11-30 13:20:00,4,2,199.98
2023-11-30 13:25:00,4,3,174.54
2023-11-30 13:30:00,4,4,152.48
2023-11-30 13:35:00,4,5,196.92
2023-11-30 13:40:00,5,1,117.58
2023-11-30 13:45:00,5,2,103.82
2023-11-30 13:50:00,5,3,184.83
2023-11-30 13:55:00,5,4,163.32
2023-11-30 14:00:00,5,5,199.4
