timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,138.81
2023-11-30 12:05:00,1,2,124.34
2023-11-30 12:10:00,1,3,174.62
2023-11-30 12:15:00,1,4,106.12
2023-11-30 12:20:00,1,5,143.37
2023-11-30 12:25:00,2,1,122.47
2023-11-30 12:30:00,2,2,186.26
2023-11-30 12:35:00,2,3,136.52
2023-11-30 12:40:00,2,4,117.7
2023-11-30 12:45:00,2,5,162.06
2023-11-30 12:50:00,3,1,135.6
2023-11-30 12:55:00,3,2,102.15
2023-11-30 13:00:00,3,3,102.62
2023-11-30 13:05:00,3,4,159.71
2023-11-30 13:10:00,3,5,142.69
2023-11-30 13:15:00,4,1,142.52
2023-11-30 13:20:00,4,2,131.94
2023-11-30 13:25:00,4,3,141.46
2023-11-30 13:30:00,4,4,195.73
2023-11-30 13:35:00,4,5,130.16
2023-11-30 13:40:00,5,1,192.33
2023-11-30 13:45:00,5,2,108.73
2023-11-30 13:50:00,5,3,179.63
2023-11-30 13:55:00,5,4,175.88
2023-11-30 14:00:00,5,5,173.8
