timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,108.33
2023-11-30 12:05:00,1,2,146.05
2023-11-30 12:10:00,1,3,186.98
2023-11-30 12:15:00,1,4,100.91
2023-11-30 12:20:00,1,5,140.66
2023-11-30 12:25:00,2,1,126.52
2023-11-30 12:30:00,2,2,162.78
2023-11-30 12:35:00,2,3,129.67
2023-11-30 12:40:00,2,4,127.93
2023-11-30 12:45:00,2,5,145.02
2023-11-30 12:50:00,3,1,106.93
2023-11-30 12:55:00,3,2,113.23
2023-11-30 13:00:00,3,3,151.94
2023-11-30 13:05:00,3,4,103.93
2023-11-30 13:10:00,3,5,169.32
2023-11-30 13:15:00,4,1,109.76
2023-11-30 13:20:00,4,2,127.87
2023-11-30 13:25:00,4,3,142.84
2023-11-30 13:30:00,4,4,126.39
2023-11-30 13:35:00,4,5,154.52
2023-11-30 13:40:00,5,1,102.23
2023-11-30 13:45:00,5,2,106.53
2023-11-30 13:50:00,5,3,115.13
2023-11-30 13:55:00,5,4,138.26
2023-11-30 14:00:00,5,5,126.15
