timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,119.02
2023-11-30 12:05:00,1,2,165.69
2023-11-30 12:10:00,1,3,118.37
2023-11-30 12:15:00,1,4,151.29
2023-11-30 12:20:00,1,5,174.71
2023-11-30 12:25:00,2,1,197.12
2023-11-30 12:30:00,2,2,171.31
2023-11-30 12:35:00,2,3,172.42
2023-11-30 12:40:00,2,4,199.0
2023-11-30 12:45:00,2,5,102.28
2023-11-30 12:50:00,3,1,108.52
2023-11-30 12:55:00,3,2,192.1
2023-11-30 13:00:00,3,3,167.51
2023-11-30 13:05:00,3,4,165.57
2023-11-30 13:10:00,3,5,192.14
2023-11-30 13:15:00,4,1,122.05
2023-11-30 13:20:00,4,2,110.49
2023-11-30 13:25:00,4,3,156.24
2023-11-30 13:30:00,4,4,166.63
2023-11-30 13:35:00,4,5,198.47
2023-11-30 13:40:00,5,1,189.39
2023-11-30 13:45:00,5,2,184.57
2023-11-30 13:50:00,5,3,179.3
2023-11-30 13:55:00,5,4,132.75
2023-11-30 14:00:00,5,5,193.25
