timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,130.34
2023-11-30 12:05:00,1,2,187.15
2023-11-30 12:10:00,1,3,132.6
2023-11-30 12:15:00,1,4,177.15
2023-11-30 12:20:00,1,5,179.78
2023-11-30 12:25:00,2,1,197.39
2023-11-30 12:30:00,2,2,168.8
2023-11-30 12:35:00,2,3,107.87
2023-11-30 12:40:00,2,4,150.7
2023-11-30 12:45:00,2,5,107.46
2023-11-30 12:50:00,3,1,173.17
2023-11-30 12:55:00,3,2,191.62
2023-11-30 13:00:00,3,3,146.72
2023-11-30 13:05:00,3,4,134.88
2023-11-30 13:10:00,3,5,105.03
2023-11-30 13:15:00,4,1,101.17
2023-11-30 13:20:00,4,2,135.24
2023-11-30 13:25:00,4,3,112.6
2023-11-30 13:30:00,4,4,185.99
2023-11-30 13:35:00,4,5,182.54
2023-11-30 13:40:00,5,1,126.72
2023-11-30 13:45:00,5,2,127.51
2023-11-30 13:50:00,5,3,149.62
2023-11-30 13:55:00,5,4,187.94
2023-11-30 14:00:00,5,5,126.87
