timestamp,spot_x,spot_y,sensor_reading
2023-11-30 12:00:00,1,1,131.55
2023-11-30 12:05:00,1,2,147.62
2023-11-30 12:10:00,1,3,138.39
2023-11-30 12:15:00,1,4,176.23
2023-11-30 12:20:00,1,5,110.8
2023-11-30 12:25:00,2,1,126.72
2023-11-30 12:30:00,2,2,190.1
2023-11-30 12:35:00,2,3,126.07
2023-11-30 12:40:00,2,4,115.68
2023-11-30 12:45:00,2,5,162.32
2023-11-30 12:50:00,3,1,129.3
2023-11-30 12:55:00,3,2,145.16
2023-11-30 13:00:00,3,3,145.66
2023-11-30 13:05:00,3,4,127.92
2023-11-30 13:10:00,3,5,148.92
2023-11-30 13:15:00,4,1,165.38
2023-11-30 13:20:00,4,2,197.95
2023-11-30 13:25:00,4,3,114.04
2023-11-30 13:30:00,4,4,169.51
2023-11-30 13:35:00,4,5,124.68
2023-11-30 13:40:00,5,1,164.75
2023-11-30 13:45:00,5,2,182.22
2023-11-30 13:50:00,5,3,119.47
2023-11-30 13:55:00,5,4,160.53
2023-11-30 14:00:00,5,5,107.01
